data_origin,synthetic_scenario,case_id,project_id,as_of_date,state,district,region,urban_rural,department,project_type,acquisition_method,project_priority,land_use_category,project_size_area,parcel_count,affected_landowner_count,ownership_complexity_score,disputed_ownership_flag,unresolved_record_count,objection_count,unresolved_objection_count,required_document_count,missing_document_count,invalid_document_count,document_verification_pending_count,document_completeness_ratio,approval_stage_count,pending_approval_count,interdepartment_dependency_count,blocked_dependency_count,assessed_compensation_amount,approved_compensation_amount,pending_compensation_amount,compensation_approval_pending_flag,payment_processing_days,open_legal_case_count,legal_dispute_flag,stay_order_flag,hearing_count,current_stage,days_in_current_stage,overdue_days,average_stage_duration_days,historical_department_delay_rate,historical_district_delay_rate,department_workload_index,milestone_slippage_count,days_since_last_update,acquisition_complexity_score,prediction_horizon_days,significant_delay,actual_delay_days,risk_category,missing_optional_payment_history,missing_optional_hearing_history
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005733,SYN-PROJECT-01911,2024-06-14,Northland,Cedar,NORTH,RURAL,URBAN,POWER_TRANSMISSION,STATUTORY,HIGH,AGRICULTURAL,141.949,113,151,0.98,0,59,19,12,89,11,3,8,0.8528,5,1,0,0,17324512.44,0.0,0.0,1,65,0,0,0,4,SURVEY,79,27,89,0.3572,0.4145,0.3689,2,32,0.7116,90,1,177,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005734,SYN-PROJECT-01912,2025-02-26,Northland,Aster,NORTH,URBAN,PUBLIC_WORKS,POWER_TRANSMISSION,CONSENT_BASED,CRITICAL,AGRICULTURAL,137.433,102,181,0.98,1,70,51,41,87,10,3,6,0.8609,5,3,1,0,31605906.62,0.0,0.0,1,67,1,1,0,16,PAYMENT,214,163,78,0.3142,0.2094,0.6285,6,35,0.7233,90,1,109,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005735,SYN-PROJECT-01912,2025-01-21,Southland,Indigo,SOUTH,RURAL,IRRIGATION,RAIL,STATUTORY,MEDIUM,AGRICULTURAL,167.302,146,217,0.98,0,86,31,22,117,19,8,18,0.7897,4,0,3,1,60054537.64,49876248.76,13986048.96,0,38,0,0,0,7,PAYMENT,153,52,94,0.3353,0.4118,0.2782,4,14,0.7743,90,1,228,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005736,SYN-PROJECT-01912,2022-05-22,Southland,Harbor,SOUTH,URBAN,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,CONSENT_BASED,MEDIUM,COMMERCIAL,111.129,63,104,0.98,0,40,10,6,54,5,2,6,0.8815,4,0,5,2,66495868.81,59919124.54,23587601.45,0,44,0,0,0,2,OBJECTION_REVIEW,107,0,137,0.4116,0.2979,0.5555,2,18,0.6448,90,1,92,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005737,SYN-PROJECT-01913,2022-06-28,Eastland,Elm,EAST,RURAL,REVENUE,POWER_TRANSMISSION,STATUTORY,HIGH,AGRICULTURAL,413.509,231,176,0.98,0,69,12,6,157,15,4,14,0.8866,5,2,3,1,75655473.75,0.0,0.0,1,26,0,0,0,2,OBJECTION_REVIEW,100,43,58,0.306,0.3207,0.257,3,17,0.6531,90,1,94,CRITICAL,,
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005738,SYN-PROJECT-01913,2021-09-08,Eastland,Dawn,EAST,URBAN,IRRIGATION,URBAN_EXPANSION,DIRECT_PURCHASE,MEDIUM,MIXED,60.338,25,27,0.98,0,10,3,2,22,4,2,6,0.7545,4,1,1,1,25600083.43,24391355.29,10300853.74,0,28,0,0,0,1,NOTICE,88,7,89,0.379,0.1661,0.3576,3,17,0.477,90,0,15,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005739,SYN-PROJECT-01913,2022-10-07,Eastland,Elm,EAST,RURAL,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,STATUTORY,HIGH,RESIDENTIAL,215.046,26,54,0.98,0,23,7,6,26,3,1,3,0.8577,6,0,4,3,119143222.47,107689660.35,52840517.25,0,37,0,0,0,1,COMPENSATION,125,15,135,0.381,0.3274,0.4912,2,18,0.5599,90,1,90,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005740,SYN-PROJECT-01914,2025-12-29,Northland,Birch,NORTH,RURAL,PUBLIC_WORKS,IRRIGATION,STATUTORY,CRITICAL,AGRICULTURAL,60.768,56,69,0.98,1,28,17,9,45,3,0,2,0.9333,5,1,0,0,11327362.48,11059328.51,2849095.05,0,54,0,0,0,3,PAYMENT,108,25,82,0.411,0.3277,0.3242,1,16,0.6095,90,0,0,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005741,SYN-PROJECT-01914,2022-08-15,Westland,Juniper,WEST,RURAL,URBAN,IRRIGATION,STATUTORY,LOW,RESIDENTIAL,28.273,12,15,0.7989,0,5,0,0,13,1,1,2,0.8692,4,0,2,1,11265019.49,0.0,0.0,1,46,1,1,0,0,SURVEY,140,60,92,0.3567,0.1968,0.4054,2,16,0.3174,90,0,13,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005742,SYN-PROJECT-01914,2025-05-08,Eastland,Elm,EAST,RURAL,URBAN,RAIL,DIRECT_PURCHASE,HIGH,AGRICULTURAL,115.783,22,15,0.7768,1,4,0,0,18,1,0,0,0.9444,5,2,4,1,30642964.16,26876303.99,6441663.83,0,46,0,0,0,0,COMPENSATION,127,24,100,0.2998,0.292,0.28,2,10,0.3504,90,0,4,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005743,SYN-PROJECT-01915,2021-10-18,Eastland,Dawn,EAST,URBAN,TRANSPORT,RAIL,DIRECT_PURCHASE,MEDIUM,RESIDENTIAL,182.208,84,114,0.98,0,46,17,12,67,7,3,7,0.8642,4,1,2,0,39461994.58,0.0,0.0,1,49,0,0,0,5,COMPENSATION,195,91,150,0.2198,0.168,0.6735,4,28,0.6951,90,1,89,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005744,SYN-PROJECT-01915,2025-06-09,Northland,Birch,NORTH,RURAL,TRANSPORT,INDUSTRIAL_CORRIDOR,MIXED,MEDIUM,AGRICULTURAL,163.666,187,239,0.98,1,95,39,21,143,16,6,15,0.8587,4,2,6,1,44059168.53,39033116.06,19157823.52,0,54,1,1,0,8,SURVEY,290,178,153,0.3584,0.3626,0.3293,7,39,0.7426,90,1,146,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005745,SYN-PROJECT-01915,2025-04-15,Eastland,Elm,EAST,RURAL,URBAN,ROAD,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,144.328,134,120,0.98,1,48,46,33,96,13,5,11,0.8281,4,2,1,0,25059565.67,0.0,0.0,1,49,1,1,1,13,OBJECTION_REVIEW,124,69,51,0.454,0.2792,0.4912,2,21,0.7312,90,1,132,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005746,SYN-PROJECT-01916,2022-11-22,Eastland,Dawn,EAST,URBAN,REVENUE,INDUSTRIAL_CORRIDOR,CONSENT_BASED,MEDIUM,RESIDENTIAL,20.06,14,10,0.6839,1,2,2,1,13,0,2,0,0.8923,4,0,4,1,8231696.06,7715758.58,3335336.43,0,40,0,0,0,1,NOTICE,137,21,141,0.2898,0.1769,0.471,3,22,0.3481,90,0,2,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005747,SYN-PROJECT-01916,2024-12-08,Eastland,Frost,EAST,RURAL,REVENUE,ROAD,STATUTORY,MEDIUM,AGRICULTURAL,116.18,68,108,0.98,1,41,14,10,58,6,3,6,0.8603,4,0,2,0,26199805.34,22092801.2,7475974.69,0,25,0,0,0,4,PAYMENT,105,47,58,0.2639,0.4091,0.2951,2,23,0.6544,90,1,61,CRITICAL,,
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005748,SYN-PROJECT-01916,2023-09-17,Southland,Harbor,SOUTH,URBAN,REVENUE,URBAN_EXPANSION,DIRECT_PURCHASE,HIGH,RESIDENTIAL,54.157,42,34,0.98,1,15,17,10,32,4,1,4,0.8531,5,2,1,0,27665832.72,0.0,0.0,1,37,0,0,0,4,OBJECTION_REVIEW,80,0,85,0.3475,0.2461,0.2575,1,14,0.5941,90,0,9,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005749,SYN-PROJECT-01917,2024-01-23,Eastland,Dawn,EAST,URBAN,REVENUE,RAIL,DIRECT_PURCHASE,MEDIUM,COMMERCIAL,39.575,27,43,0.98,0,18,10,9,25,5,0,4,0.8,4,2,5,1,16504322.24,13743204.15,3722139.02,0,61,0,0,0,3,NOTICE,62,0,87,0.3148,0.181,0.5524,1,22,0.5421,90,1,46,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005750,SYN-PROJECT-01917,2024-02-26,Westland,Juniper,WEST,RURAL,REVENUE,ROAD,CONSENT_BASED,MEDIUM,MIXED,28.528,34,19,0.98,1,5,4,3,26,6,4,8,0.6615,4,1,2,0,12094905.99,10426989.3,4090246.56,0,58,1,1,0,3,OBJECTION_REVIEW,70,12,86,0.3419,0.1639,0.4219,2,27,0.4638,90,0,1,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005751,SYN-PROJECT-01917,2024-10-26,Northland,Cedar,NORTH,RURAL,URBAN,RAIL,CONSENT_BASED,LOW,RESIDENTIAL,51.806,31,49,0.98,1,18,31,20,28,4,0,4,0.8571,4,1,1,0,29546588.52,26151086.8,13512372.35,0,56,1,1,0,9,OBJECTION_REVIEW,137,43,110,0.3614,0.4754,0.2819,1,19,0.6072,90,1,85,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005752,SYN-PROJECT-01918,2025-08-14,Westland,Juniper,WEST,RURAL,IRRIGATION,IRRIGATION,MIXED,HIGH,RESIDENTIAL,23.055,31,36,0.98,1,16,0,0,26,4,2,4,0.7923,5,1,0,0,11177529.64,11377707.36,2482573.58,0,66,2,1,0,1,AWARD,63,0,118,0.3771,0.147,0.2944,1,12,0.429,90,1,96,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005753,SYN-PROJECT-01918,2021-07-23,Southland,Indigo,SOUTH,RURAL,IRRIGATION,RAIL,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,38.815,27,31,0.98,0,12,8,6,24,4,2,3,0.775,4,0,4,1,6144324.92,6083281.26,3371001.4,0,49,2,1,1,3,SURVEY,246,143,100,0.2669,0.4428,0.4444,3,29,0.5418,90,0,19,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005754,SYN-PROJECT-01918,2025-04-17,Northland,Aster,NORTH,URBAN,REVENUE,IRRIGATION,MIXED,MEDIUM,MIXED,43.238,20,15,0.6564,0,4,0,0,17,4,1,4,0.7235,4,2,1,1,19727912.51,0.0,0.0,1,41,0,0,0,1,SURVEY,66,1,91,0.388,0.2284,0.3426,2,14,0.3189,90,0,7,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005755,SYN-PROJECT-01919,2021-02-03,Northland,Cedar,NORTH,RURAL,URBAN,POWER_TRANSMISSION,CONSENT_BASED,MEDIUM,COMMERCIAL,87.42,48,76,0.98,0,29,5,4,42,5,2,6,0.8476,4,1,2,1,53449031.02,0.0,0.0,1,47,1,1,0,4,OBJECTION_REVIEW,149,95,81,0.4305,0.4314,0.3502,4,29,0.5443,90,1,144,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005756,SYN-PROJECT-01919,2023-06-12,Northland,Aster,NORTH,URBAN,URBAN,RAIL,MIXED,MEDIUM,AGRICULTURAL,161.209,59,69,0.98,1,25,18,13,47,6,2,3,0.8426,4,1,2,0,50478210.56,0.0,0.0,1,53,0,0,0,4,COMPENSATION,170,89,113,0.36,0.2258,0.575,2,19,0.6496,90,1,209,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005757,SYN-PROJECT-01919,2023-08-12,Northland,Aster,NORTH,URBAN,TRANSPORT,ROAD,STATUTORY,MEDIUM,RESIDENTIAL,66.478,33,23,0.9486,0,8,0,0,26,4,1,4,0.8192,4,2,1,0,29213069.67,28192959.29,14908967.67,0,43,0,0,0,0,NOTICE,93,34,52,0.2592,0.1597,0.4531,1,11,0.4219,90,0,21,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005758,SYN-PROJECT-01920,2021-11-10,Westland,Kite,WEST,RURAL,PUBLIC_WORKS,IRRIGATION,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,149.329,167,196,0.98,0,76,38,24,125,15,5,14,0.852,4,1,2,0,30097686.92,28646285.03,19274138.12,0,20,0,0,0,9,COMPENSATION,258,177,85,0.3291,0.3564,0.3109,5,35,0.7077,90,1,161,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005759,SYN-PROJECT-01920,2025-07-13,Northland,Birch,NORTH,RURAL,PUBLIC_WORKS,URBAN_EXPANSION,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,82.625,62,115,0.98,0,46,9,6,55,7,2,7,0.8473,4,0,1,0,14991747.11,15106362.99,7159994.15,0,48,0,0,0,2,NOTICE,54,0,90,0.3889,0.3172,0.3878,0,20,0.5726,90,1,29,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005760,SYN-PROJECT-01920,2025-04-05,Northland,Cedar,NORTH,RURAL,IRRIGATION,INDUSTRIAL_CORRIDOR,CONSENT_BASED,MEDIUM,COMMERCIAL,160.06,74,93,0.98,1,34,29,18,59,6,1,5,0.8864,4,1,3,2,127999860.88,119938789.33,40532677.73,0,46,0,0,0,7,PAYMENT,185,67,127,0.3668,0.4998,0.4046,3,20,0.7739,90,1,156,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005761,SYN-PROJECT-01921,2022-09-18,Westland,Lumen,WEST,URBAN,TRANSPORT,RAIL,STATUTORY,MEDIUM,COMMERCIAL,18.25,4,3,0.1907,0,1,3,2,7,1,0,0,0.8571,4,1,5,1,11865132.92,10424495.75,5308347.36,0,43,0,0,0,2,OBJECTION_REVIEW,174,66,126,0.3647,0.4231,0.5553,2,34,0.1857,90,0,9,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005762,SYN-PROJECT-01921,2024-12-13,Northland,Birch,NORTH,RURAL,URBAN,IRRIGATION,DIRECT_PURCHASE,HIGH,RESIDENTIAL,115.459,77,114,0.98,0,42,28,18,63,10,3,9,0.8079,5,1,2,1,28952038.25,0.0,0.0,1,63,1,1,0,8,AWARD,227,160,106,0.4044,0.3576,0.3607,5,32,0.7675,90,1,164,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005763,SYN-PROJECT-01921,2024-11-17,Eastland,Elm,EAST,RURAL,URBAN,POWER_TRANSMISSION,DIRECT_PURCHASE,HIGH,MIXED,243.389,135,141,0.98,0,56,30,16,99,12,5,12,0.8434,5,3,2,2,77805985.94,0.0,0.0,1,54,1,1,0,7,AWARD,225,172,64,0.4601,0.2808,0.2975,7,33,0.771,90,1,126,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005764,SYN-PROJECT-01922,2023-01-03,Westland,Lumen,WEST,URBAN,IRRIGATION,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,HIGH,AGRICULTURAL,91.875,39,51,0.98,1,22,6,3,33,7,2,2,0.7455,6,0,3,0,14738103.63,14833607.91,7057620.33,0,50,1,1,0,3,COMPENSATION,251,140,155,0.4219,0.3905,0.4972,4,28,0.5095,90,1,145,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005765,SYN-PROJECT-01922,2022-10-15,Westland,Kite,WEST,RURAL,REVENUE,URBAN_EXPANSION,STATUTORY,MEDIUM,FOREST_EDGE,73.369,50,89,0.98,0,35,9,6,45,6,2,5,0.8356,4,1,1,1,17797079.56,17348884.91,9329043.58,0,39,0,0,0,3,AWARD,112,24,104,0.3946,0.2736,0.1068,3,7,0.5788,90,0,3,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005766,SYN-PROJECT-01922,2024-11-12,Northland,Aster,NORTH,URBAN,URBAN,POWER_TRANSMISSION,DIRECT_PURCHASE,MEDIUM,RESIDENTIAL,46.286,78,104,0.98,1,40,35,19,63,8,3,7,0.8397,4,1,1,1,10285351.42,9582967.38,3912875.35,0,46,0,0,0,7,AWARD,155,110,71,0.3808,0.1559,0.507,5,27,0.7417,90,1,180,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005767,SYN-PROJECT-01923,2024-10-07,Eastland,Frost,EAST,RURAL,REVENUE,IRRIGATION,MIXED,MEDIUM,RESIDENTIAL,61.304,11,16,0.9374,0,4,15,7,12,3,2,1,0.6333,4,0,1,1,24275648.87,23635621.32,5007856.44,0,45,0,0,0,1,PAYMENT,64,0,69,0.3697,0.4743,0.3111,0,15,0.5414,90,1,60,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005768,SYN-PROJECT-01923,2023-09-21,Southland,Grove,SOUTH,RURAL,TRANSPORT,ROAD,STATUTORY,MEDIUM,AGRICULTURAL,49.12,12,13,0.737,0,4,2,1,13,1,2,1,0.8154,4,1,1,0,5473646.62,0.0,0.0,1,32,0,0,0,0,OBJECTION_REVIEW,45,0,27,0.2307,0.1577,0.1081,0,7,0.2947,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005769,SYN-PROJECT-01923,2021-03-23,Northland,Aster,NORTH,URBAN,URBAN,IRRIGATION,CONSENT_BASED,MEDIUM,FOREST_EDGE,61.222,35,42,0.98,0,16,13,9,30,3,0,2,0.9,4,1,2,1,25630607.17,21769424.1,7418247.25,0,40,0,0,0,3,PAYMENT,78,0,73,0.338,0.1976,0.3931,3,8,0.566,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005770,SYN-PROJECT-01924,2021-10-30,Southland,Harbor,SOUTH,URBAN,URBAN,IRRIGATION,DIRECT_PURCHASE,HIGH,RESIDENTIAL,168.462,130,211,0.98,0,82,37,25,107,13,4,12,0.8523,5,1,2,1,89873958.01,85480150.85,48372347.62,0,63,1,1,0,10,COMPENSATION,263,188,104,0.4245,0.338,0.3525,5,32,0.7431,90,1,117,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005771,SYN-PROJECT-01924,2024-10-17,Eastland,Dawn,EAST,URBAN,TRANSPORT,INDUSTRIAL_CORRIDOR,MIXED,LOW,MIXED,178.926,114,168,0.98,1,67,37,18,92,13,5,12,0.8207,4,1,3,0,76028628.86,77405047.89,30537299.98,0,42,0,0,0,7,OBJECTION_REVIEW,336,209,165,0.3498,0.2269,0.3603,6,36,0.7236,90,1,148,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005772,SYN-PROJECT-01924,2024-08-30,Northland,Cedar,NORTH,RURAL,TRANSPORT,POWER_TRANSMISSION,MIXED,MEDIUM,AGRICULTURAL,78.494,64,51,0.98,0,22,0,0,47,8,3,8,0.7851,4,1,2,2,18079733.22,17577978.69,9676501.4,0,36,0,0,0,0,NOTICE,59,1,57,0.3497,0.4749,0.2118,2,1,0.572,90,1,40,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005773,SYN-PROJECT-01925,2025-08-06,Northland,Aster,NORTH,URBAN,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,MEDIUM,RESIDENTIAL,88.696,55,57,0.98,1,22,15,9,43,5,2,6,0.8512,4,0,4,1,38844080.03,0.0,0.0,1,78,1,1,0,4,PAYMENT,104,0,138,0.3065,0.2205,0.5571,0,4,0.6605,90,0,5,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005774,SYN-PROJECT-01925,2021-07-26,Northland,Aster,NORTH,URBAN,REVENUE,POWER_TRANSMISSION,CONSENT_BASED,MEDIUM,AGRICULTURAL,77.749,78,91,0.98,0,33,14,8,61,4,1,5,0.923,4,1,3,1,19229892.88,19195102.48,5189708.59,0,22,0,0,0,4,PAYMENT,67,16,49,0.3442,0.2188,0.4843,2,21,0.6939,90,0,0,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005775,SYN-PROJECT-01925,2025-10-06,Northland,Cedar,NORTH,RURAL,REVENUE,POWER_TRANSMISSION,CONSENT_BASED,MEDIUM,FOREST_EDGE,85.503,42,41,0.98,0,19,7,4,33,3,1,1,0.8879,4,1,0,0,16364038.16,14407071.72,3823591.86,0,47,0,0,0,1,AWARD,84,16,40,0.3587,0.4297,0.2519,1,8,0.4909,90,0,18,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005776,SYN-PROJECT-01926,2022-11-21,Southland,Grove,SOUTH,RURAL,PUBLIC_WORKS,ROAD,CONSENT_BASED,MEDIUM,MIXED,65.954,69,52,0.98,0,21,27,19,50,7,3,7,0.818,4,1,1,0,38378308.91,39066964.02,21772747.21,0,25,0,0,0,7,COMPENSATION,153,92,59,0.3693,0.2534,0.2232,4,25,0.7124,90,1,102,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005777,SYN-PROJECT-01926,2021-07-29,Southland,Harbor,SOUTH,URBAN,URBAN,ROAD,STATUTORY,LOW,AGRICULTURAL,339.588,235,421,0.98,0,166,70,49,196,22,7,18,0.8628,4,1,1,1,74475989.57,69177186.1,17939163.08,0,63,1,1,0,18,COMPENSATION,328,271,69,0.3374,0.2851,0.4692,8,43,0.7537,90,1,220,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005778,SYN-PROJECT-01926,2025-01-12,Eastland,Dawn,EAST,URBAN,TRANSPORT,RAIL,CONSENT_BASED,MEDIUM,RESIDENTIAL,51.157,43,87,0.98,0,34,14,11,41,2,0,3,0.9512,4,2,5,1,17359679.72,15628177.23,7446390.43,0,49,0,0,0,1,OBJECTION_REVIEW,180,80,99,0.2575,0.1398,0.4897,4,29,0.5898,90,0,21,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005779,SYN-PROJECT-01927,2025-04-16,Northland,Cedar,NORTH,RURAL,IRRIGATION,IRRIGATION,DIRECT_PURCHASE,LOW,AGRICULTURAL,60.327,43,74,0.98,1,30,0,0,39,4,2,5,0.8615,4,1,2,1,11410106.63,0.0,0.0,1,17,0,0,0,0,OBJECTION_REVIEW,100,28,78,0.3465,0.3877,0.2335,2,14,0.4552,90,0,17,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005780,SYN-PROJECT-01927,2022-08-29,Northland,Cedar,NORTH,RURAL,PUBLIC_WORKS,IRRIGATION,CONSENT_BASED,HIGH,FOREST_EDGE,106.745,89,121,0.98,1,50,1,0,71,7,2,5,0.8817,5,2,1,0,12886717.67,0.0,0.0,1,17,0,0,0,0,PAYMENT,75,14,80,0.3545,0.46,0.1361,1,13,0.5169,90,1,101,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005781,SYN-PROJECT-01927,2025-08-12,Northland,Cedar,NORTH,RURAL,REVENUE,POWER_TRANSMISSION,STATUTORY,LOW,FOREST_EDGE,678.638,618,426,0.98,1,168,82,58,408,26,9,23,0.9208,4,1,1,1,99204496.19,100327764.07,59640495.14,0,53,1,1,0,22,OBJECTION_REVIEW,488,438,63,0.3147,0.4376,0.3087,12,56,0.7066,90,1,279,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005782,SYN-PROJECT-01928,2021-03-16,Northland,Cedar,NORTH,RURAL,TRANSPORT,INDUSTRIAL_CORRIDOR,CONSENT_BASED,MEDIUM,RESIDENTIAL,257.31,163,177,0.98,1,69,44,26,120,9,2,6,0.9133,4,1,3,1,103060424.37,0.0,0.0,1,53,1,1,0,11,AWARD,291,174,132,0.2893,0.4304,0.332,4,37,0.7269,90,1,271,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005783,SYN-PROJECT-01928,2023-09-24,Northland,Birch,NORTH,RURAL,URBAN,ROAD,MIXED,HIGH,RESIDENTIAL,20.205,19,15,0.8555,1,6,13,8,17,2,0,1,0.8824,5,2,0,0,10640175.58,10503199.23,3023018.82,0,59,1,1,0,5,PAYMENT,142,92,72,0.3618,0.2547,0.4401,2,16,0.4519,90,0,13,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005784,SYN-PROJECT-01928,2025-01-06,Eastland,Elm,EAST,RURAL,REVENUE,POWER_TRANSMISSION,STATUTORY,MEDIUM,RESIDENTIAL,98.141,34,31,0.98,1,12,2,1,27,3,0,1,0.8889,4,2,0,0,27201321.55,24712806.86,10938154.88,0,39,0,0,0,0,OBJECTION_REVIEW,36,0,31,0.3375,0.3652,0.2504,0,11,0.4287,90,0,15,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005785,SYN-PROJECT-01929,2023-05-23,Southland,Harbor,SOUTH,URBAN,REVENUE,ROAD,MIXED,CRITICAL,AGRICULTURAL,34.211,22,41,0.98,0,18,18,8,22,1,1,2,0.9227,5,2,2,1,8060054.14,6740365.62,2578755.72,0,42,0,0,0,2,COMPENSATION,48,0,65,0.3452,0.2948,0.4319,0,27,0.6076,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005786,SYN-PROJECT-01929,2024-02-22,Southland,Harbor,SOUTH,URBAN,REVENUE,URBAN_EXPANSION,STATUTORY,CRITICAL,MIXED,87.521,26,37,0.98,1,18,16,6,24,4,3,6,0.7458,5,2,2,1,17958350.56,18136579.52,8102358.67,0,50,1,1,0,3,NOTICE,209,123,103,0.3794,0.3659,0.4609,4,25,0.5903,90,1,157,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-005787,SYN-PROJECT-01929,2025-06-03,Westland,Kite,WEST,RURAL,PUBLIC_WORKS,RAIL,DIRECT_PURCHASE,LOW,RESIDENTIAL,100.647,61,31,0.98,1,12,0,0,42,5,2,5,0.8476,4,1,4,0,48839627.88,45557336.82,19550780.66,0,32,0,0,0,0,NOTICE,91,0,122,0.3216,0.3462,0.2846,2,14,0.4782,90,1,20,LOW,0,0
